Name,Link
Inn Uyutnaya 2*,https://tury.ru/hotel/id/802667-russia-omsk-inn-uyutnaya-2
Like Hostel Omsk 3*,https://tury.ru/hotel/id/802669-russia-omsk-like-hostel-omsk-3
Magistralnaya 40B Inn 4*,https://tury.ru/hotel/id/802670-russia-omsk-magistralnaya-40b-inn-4
Millenium Hostel 3*,https://tury.ru/hotel/id/802671-russia-omsk-millenium-hostel-3
Millenium In the Centre 1*,https://tury.ru/hotel/id/802672-russia-omsk-millenium-in-the-centre-1
Mini Hostel Wanderer 3*,https://tury.ru/hotel/id/802673-russia-omsk-mini-hostel-wanderer-3
Mini Hotel Nora 3*,https://tury.ru/hotel/id/802674-russia-omsk-mini-hotel-nora-3
Sova Mini-Hotel 3*,https://tury.ru/hotel/id/802675-russia-omsk-mini-otel-sova-3
Mirazh Hotel 3*,https://tury.ru/hotel/id/802676-russia-omsk-hotel-mirazh-3
Mishel Hotel 1*,https://tury.ru/hotel/id/802677-russia-omsk-mishel-hotel-1
na Oktyabrskoy Hotel 4*,https://tury.ru/hotel/id/802678-russia-omsk-hotel-na-oktyabrskoy-4
on Tkackoi Hotel 3*,https://tury.ru/hotel/id/802679-russia-omsk-hotel-on-tkackoi-3
Pilot 3*,https://tury.ru/hotel/id/802680-russia-omsk-pilot-3
Raiskaya Laguna Omsk 4*,https://tury.ru/hotel/id/802682-russia-omsk-raiskaya-laguna-omsk-4
Rest Time Hotel 3*,https://tury.ru/hotel/id/802683-russia-omsk-hotel-rest-time-3
Sky Hotel 3*,https://tury.ru/hotel/id/802684-russia-omsk-sky-hotel-3
Standartoff 3*,https://tury.ru/hotel/id/802685-russia-omsk-standartoff-3
Tetta MiniHotel 3*,https://tury.ru/hotel/id/802686-russia-omsk-tetta-minihotel-3
Tri Ohotnika Hotel 4*,https://tury.ru/hotel/id/802687-russia-omsk-tri-ohotnika-hotel-4
Vodoley Hotel 3*,https://tury.ru/hotel/id/802688-russia-omsk-vodoley-hotel-3
Yo! Hostel Omsk 3*,https://tury.ru/hotel/id/802689-russia-omsk-yo-hostel-omsk-3
Zheleznodorozhnaya Hotel 4*,https://tury.ru/hotel/id/802690-russia-omsk-hotel-zheleznodorozhnaya-4
Zhukov Inn 3*,https://tury.ru/hotel/id/802691-russia-omsk-zhukov-inn-3
Kompleks Nika 3*,https://tury.ru/hotel/id/1149488-russia-omsk-kompleks-nika-3
Milennium Hostel,https://tury.ru/hotel/id/1149489-russia-omsk-milennium-hostel
Otel Abazhur,https://tury.ru/hotel/id/1149511-russia-omsk-otel-abazhur
Veles,https://tury.ru/hotel/id/1149512-russia-omsk-gostinica-veles
Perekrestok hotel,https://tury.ru/hotel/id/1149527-russia-omsk-gostinica-perekrestok
Vizit,https://tury.ru/hotel/id/1149625-russia-omsk-gostinica-vizit
Business Club hotel Razumovskiy,https://tury.ru/hotel/id/1149628-russia-omsk-biznes-klub-otel-razumovskiy
Avenyu hotel,https://tury.ru/hotel/id/1149633-russia-omsk-gostinica-avenyu
Otel Lya Mezon,https://tury.ru/hotel/id/1149644-russia-omsk-otel-lya-mezon
Comfort Hostel Omsk,https://tury.ru/hotel/id/1149698-russia-omsk-comfort-hostel-omsk
Akvamarin 1 hotel 3*,https://tury.ru/hotel/id/1149706-russia-omsk-akvamarin-1-hotel-3
Ilya Hostel by the Train Station,https://tury.ru/hotel/id/1149751-russia-omsk-ilya-hostel-by-the-train-station
Usadba Gribanovo,https://tury.ru/hotel/id/1149782-russia-omsk-usadba-gribanovo
Millenium Hostel Omsk,https://tury.ru/hotel/id/1149812-russia-omsk-millenium-hostel-omsk
Millennium Hotel in Malaya Ivanovskaya,https://tury.ru/hotel/id/1149813-russia-omsk-millennium-hotel-in-malaya-ivanovskaya
Krokus Hotel Omsk 2*,https://tury.ru/hotel/id/1149827-russia-omsk-krokus-hotel-omsk-2
Gloria Omsk Hotel 3*,https://tury.ru/hotel/id/1149829-russia-omsk-gloria-omsk-hotel
Exotika Zhary hotel,https://tury.ru/hotel/id/1149884-russia-omsk-exotika-zhary
Emmanuil Hotel,https://tury.ru/hotel/id/1149951-russia-omsk-emmanuil-hotel
Mini Hotel Elena,https://tury.ru/hotel/id/1149952-russia-omsk-mini-hotel-elena
Zhukov Hotel 3*,https://tury.ru/hotel/id/1149954-russia-omsk-zhukov-hotel-3
Ysadba Bolshekulachje,https://tury.ru/hotel/id/1149957-russia-omsk-ysadba-bolshekulachje
s compleks Mishel Hotel,https://tury.ru/hotel/id/1149970-russia-omsk-s-compleks-mishel-hotel
Tsenter Garazh,https://tury.ru/hotel/id/1149978-russia-omsk-tsenter-garazh
Service Center Ger Shuler,https://tury.ru/hotel/id/1149982-russia-omsk-service-center-ger-shuler
Park-Otel Mechta,https://tury.ru/hotel/id/1150078-russia-omsk-park-otel-mechta
Vitiaz,https://tury.ru/hotel/id/1150080-russia-omsk-vitiaz
Khostel Millenium Na Marksa,https://tury.ru/hotel/id/1150081-russia-omsk-khostel-millenium-na-marksa
OK Hostel Omsk,https://tury.ru/hotel/id/1150126-russia-omsk-ok-hostel-omsk
Ostrov Piratov,https://tury.ru/hotel/id/1150205-russia-omsk-ostrov-piratov
Dostoevskiy Omsk Hostel,https://tury.ru/hotel/id/1150206-russia-omsk-dostoevskiy-omsk-hostel
Inn on Mamina-Sibiryaka,https://tury.ru/hotel/id/1150225-russia-omsk-inn-on-mamina-sibiryaka
Oasis Hotel Omsk,https://tury.ru/hotel/id/1150239-russia-omsk-oasis-hotel-omsk
Aura Hotel Omsk,https://tury.ru/hotel/id/1150266-russia-omsk-aura-omsk-hotel
Zaozernaya 5 Guest house,https://tury.ru/hotel/id/1150282-russia-omsk-guesthouse-zaozernaya-5
Sputnik Omsk Hotel,https://tury.ru/hotel/id/1150322-russia-omsk-sputnik-omsk-hotel
Tsentral,https://tury.ru/hotel/id/1150455-russia-omsk-tsentral
Prestige Suites Omsk,https://tury.ru/hotel/id/1150461-russia-omsk-prestige-suites-omsk
Lighthouse Omsk,https://tury.ru/hotel/id/1150483-russia-omsk-lighthouse-omsk
Alfa hotel,https://tury.ru/hotel/id/1150484-russia-omsk-alfa-hotel
Yo Hostel Omsk,https://tury.ru/hotel/id/1150507-russia-omsk-yo-hostel-omsk
Rossiya Omsk,https://tury.ru/hotel/id/1150524-russia-omsk-rossiya-omsk
Tetta,https://tury.ru/hotel/id/1150567-russia-omsk-tetta
GLOBUS Hostel,https://tury.ru/hotel/id/8809328-russia-omsk-globus-hostel
